,0,1,2,3,4,5,6
0,gen_95141.png,0,0.0,0,0,3,0
0,gen_39876.png,27,0.4821,3,9,17,0
0,gen_5360.png,0,0,0,0,0,0
0,gen_86597.png,13,0.3611,4,9,7,3
0,gen_37091.png,17,0.1868,14,3,57,0
0,gen_53328.png,2,0.0351,10,19,25,0
0,gen_58977.png,0,0.0,9,18,6,0
0,gen_77855.png,2,0.069,0,1,26,0
0,gen_29370.png,33,0.8919,0,0,4,0
0,gen_32080.png,0,0,0,0,0,0
0,gen_51269.png,0,0.0,11,24,6,0
0,gen_27466.png,1,0.0769,0,0,12,0
0,gen_38195.png,0,0.0,0,7,3,0
0,gen_51631.png,25,0.4386,16,2,4,9
0,gen_81854.png,5,0.2083,3,3,11,0
0,gen_67438.png,8,0.2857,6,1,12,0
0,gen_61920.png,10,0.1333,5,2,57,0
0,gen_1437.png,0,0,0,0,0,0
0,gen_36968.png,10,0.2778,2,21,3,0
0,gen_74893.png,0,0.0,4,1,4,1
0,gen_15111.png,5,0.1923,3,9,8,0
0,gen_21774.png,5,0.1852,3,2,15,0
0,gen_29930.png,33,0.6346,4,2,12,0
0,gen_79849.png,30,0.3571,41,0,8,0
0,gen_83354.png,6,0.0706,35,13,31,0
0,gen_64809.png,37,0.5362,8,9,12,0
0,gen_88126.png,0,0.0,3,5,4,0
0,gen_64495.png,0,0.0,1,6,0,4
0,gen_19736.png,12,0.2182,4,13,25,0
0,gen_14074.png,0,0.0,2,8,3,0
0,gen_66555.png,20,0.5882,3,2,9,0
0,gen_3676.png,2,0.0571,4,25,2,0
0,gen_73406.png,19,0.2836,4,1,43,0
0,gen_48902.png,1,0.5,0,0,1,0
0,gen_17883.png,0,0.0,2,9,0,0
0,gen_52973.png,10,0.1887,1,1,40,0
0,gen_40740.png,46,0.7188,0,1,16,0
0,gen_22296.png,0,0.0,1,12,15,0
0,gen_27390.png,0,0.0,0,0,2,0
0,gen_38899.png,1,0.2,1,0,2,1
0,gen_59201.png,46,0.6216,0,0,27,0
0,gen_74770.png,14,0.3256,6,14,8,0
0,gen_6311.png,3,0.3,0,0,6,0
0,gen_51404.png,1,0.0294,0,5,28,0
0,gen_72001.png,0,0.0,0,2,2,2
0,gen_43172.png,1,0.0179,5,8,42,0
0,gen_48444.png,18,0.9,0,0,2,0
0,gen_60307.png,15,0.2586,17,18,3,2
0,gen_7921.png,31,0.6596,3,7,6,0
0,gen_77387.png,23,0.5,1,15,7,0
0,gen_1874.png,0,0.0,11,11,13,0
0,gen_19229.png,24,0.6316,0,8,4,0
0,gen_97955.png,41,0.6119,13,6,5,0
0,gen_17583.png,0,0.0,2,6,5,0
0,gen_62802.png,5,0.0641,10,6,57,0
0,gen_41503.png,40,0.7547,1,4,7,0
0,gen_14778.png,0,0.0,7,14,3,0
0,gen_36551.png,2,0.0364,10,31,12,0
0,gen_96872.png,26,0.7222,0,0,10,0
0,gen_27084.png,0,0.0,1,3,2,0
0,gen_78055.png,0,0.0,3,28,8,0
0,gen_27054.png,47,0.7231,1,2,14,0
0,gen_38550.png,19,0.3878,16,6,5,1
0,gen_39306.png,34,0.5965,0,0,19,0
0,gen_66068.png,13,0.4333,6,9,1,0
0,gen_84189.png,0,0.0,2,1,11,3
0,gen_42230.png,0,0.0,1,18,0,0
0,gen_37431.png,0,0.0,0,1,1,0
0,gen_85005.png,8,0.2424,7,4,14,0
0,gen_95520.png,0,0.0,0,1,10,0
0,gen_94850.png,0,0.0,6,7,23,0
0,gen_53438.png,3,0.0682,13,1,27,0
0,gen_59304.png,0,0.0,2,0,7,0
0,gen_25645.png,8,0.0988,17,12,44,0
0,gen_98469.png,0,0,0,0,0,0
0,gen_89342.png,11,0.3793,4,10,4,0
0,gen_37131.png,15,0.6522,0,2,4,0
0,gen_17621.png,60,0.8108,6,0,6,0
0,gen_89901.png,0,0.0,1,0,3,0
0,gen_7446.png,1,0.0435,3,6,13,0
0,gen_66032.png,4,0.1333,6,7,11,1
0,gen_57.png,14,0.4242,0,13,3,3
0,gen_80395.png,1,0.125,0,2,4,1
0,gen_83221.png,20,0.3922,6,6,18,0
0,gen_9783.png,5,0.0617,14,49,7,5
0,gen_57312.png,0,0.0,1,2,2,0
0,gen_64489.png,2,0.4,1,1,1,0
0,gen_56927.png,2,0.0556,5,16,12,0
0,gen_60622.png,0,0.0,8,2,33,0
0,gen_67795.png,17,0.34,12,1,19,1
0,gen_6649.png,4,0.0816,5,26,14,0
0,gen_28434.png,0,0,0,0,0,0
0,gen_12343.png,7,0.2333,2,3,13,5
0,gen_27301.png,36,0.8571,2,0,4,0
0,gen_43620.png,9,0.15,1,45,3,1
0,gen_61350.png,8,0.3333,0,15,0,0
0,gen_56096.png,0,0.0,8,5,7,0
0,gen_58868.png,0,0.0,2,0,24,0
0,gen_95174.png,1,0.0625,1,4,10,0
0,gen_8043.png,0,0.0,0,5,4,0
0,gen_32272.png,2,0.0513,3,1,33,0
0,gen_54265.png,15,0.3409,3,3,23,0
0,gen_62733.png,3,0.0638,10,15,19,0
0,gen_28880.png,1,0.3333,0,1,1,0
0,gen_87642.png,3,0.1364,1,0,18,0
0,gen_41206.png,6,0.2,0,1,23,0
0,gen_76781.png,1,0.0357,7,12,8,0
0,gen_51395.png,0,0.0,0,0,2,0
0,gen_38023.png,2,0.0588,7,2,23,0
0,gen_13652.png,24,0.3529,5,4,34,0
0,gen_18143.png,0,0,0,0,0,0
0,gen_46226.png,30,0.4225,18,10,13,0
0,gen_84909.png,9,0.2045,6,24,4,0
0,gen_90289.png,0,0.0,0,2,0,0
0,gen_90613.png,1,0.0714,1,11,1,0
0,gen_40565.png,4,0.1176,1,28,1,0
0,gen_6544.png,2,0.0351,4,14,37,0
0,gen_84517.png,5,0.1064,5,1,36,0
0,gen_81077.png,8,0.2162,10,3,13,2
0,gen_70398.png,0,0.0,2,12,0,0
0,gen_16181.png,0,0,0,0,0,0
0,gen_4049.png,0,0.0,0,0,1,0
0,gen_70921.png,0,0.0,1,17,7,0
0,gen_19331.png,8,0.1481,10,33,3,0
0,gen_4633.png,37,0.6607,0,4,14,0
0,gen_49049.png,30,0.625,0,6,10,0
0,gen_4335.png,1,0.0714,0,11,2,0
0,gen_76991.png,5,0.1389,8,16,4,1
0,gen_92331.png,7,0.14,7,22,13,0
0,gen_70264.png,5,0.125,4,17,14,0
0,gen_16868.png,13,0.2955,9,21,1,0
0,gen_82458.png,62,0.6813,5,1,20,0
0,gen_6157.png,2,0.0952,0,13,6,0
0,gen_98350.png,4,0.3333,3,3,2,0
0,gen_18603.png,0,0.0,0,0,3,0
0,gen_29774.png,20,0.5882,3,1,8,1
0,gen_8730.png,0,0.0,1,1,7,0
0,gen_87678.png,9,0.36,0,1,15,0
0,gen_41192.png,3,0.1765,0,13,1,0
0,gen_66842.png,15,0.4167,4,6,8,0
0,gen_67613.png,2,0.6667,0,0,1,0
0,gen_35797.png,0,0.0,4,6,14,0
0,gen_53718.png,37,0.4933,11,1,26,0
0,gen_11878.png,0,0.0,0,4,3,0
0,gen_22272.png,9,0.2308,11,3,16,0
0,gen_21418.png,31,0.5,2,0,27,0
0,gen_89545.png,0,0.0,0,1,0,0
0,gen_89013.png,1,1.0,0,0,0,0
0,gen_31542.png,2,0.2857,0,2,3,0
0,gen_8305.png,0,0.0,0,0,3,0
0,gen_18823.png,4,0.2,2,3,11,0
0,gen_62364.png,3,0.0968,3,0,25,0
0,gen_97864.png,6,0.3333,1,5,6,0
0,gen_26077.png,32,0.5333,7,2,16,0
0,gen_16434.png,24,0.4706,1,1,25,0
0,gen_49680.png,5,0.0847,21,2,30,0
0,gen_99554.png,1,0.0476,0,4,15,0
0,gen_28523.png,19,0.4634,5,5,10,0
0,gen_57442.png,45,0.5056,4,0,38,0
0,gen_41343.png,1,0.0435,5,8,9,0
0,gen_30697.png,40,0.5634,7,17,7,0
0,gen_98853.png,5,0.1724,2,9,13,0
0,gen_29816.png,9,0.2812,3,17,2,0
0,gen_85011.png,0,0.0,7,16,17,0
0,gen_9918.png,4,0.058,25,1,35,2
0,gen_86873.png,9,0.5294,1,4,3,0
0,gen_94232.png,8,0.2424,1,17,6,0
0,gen_61999.png,6,0.1765,1,0,27,0
0,gen_75478.png,1,0.1667,0,0,4,1
0,gen_49372.png,8,0.6667,0,1,3,0
0,gen_31699.png,12,0.4138,0,1,16,0
0,gen_26464.png,8,0.2222,5,20,2,0
0,gen_7874.png,5,0.25,6,4,5,0
0,gen_1537.png,15,0.283,8,7,20,2
0,gen_26920.png,0,0.0,8,0,10,0
0,gen_66856.png,3,0.0811,12,9,11,1
0,gen_17706.png,0,0.0,2,3,3,0
0,gen_35229.png,5,0.2,2,1,17,0
0,gen_44329.png,27,0.9,0,0,3,0
0,gen_25345.png,2,0.08,2,15,6,0
0,gen_94127.png,0,0.0,2,11,22,0
0,gen_9865.png,0,0.0,0,1,2,1
0,gen_13521.png,9,0.25,0,19,6,0
0,gen_70406.png,5,0.1667,2,10,10,3
0,gen_90523.png,34,0.425,1,1,44,0
0,gen_94445.png,1,0.1,0,0,9,0
0,gen_61327.png,24,0.7273,0,0,9,0
0,gen_58425.png,30,0.5357,2,0,21,0
0,gen_44283.png,19,0.2676,2,1,48,0
0,gen_76883.png,11,0.4583,1,1,11,0
0,gen_77124.png,21,0.2917,10,0,41,0
0,gen_14715.png,29,0.4833,20,5,5,0
0,gen_99893.png,3,0.1304,2,13,5,0
0,gen_2024.png,17,0.2982,5,8,27,0
0,gen_77066.png,0,0.0,0,0,4,0
0,gen_62609.png,4,0.4,0,1,0,5
0,gen_87763.png,5,0.1429,7,5,18,0
0,gen_33601.png,1,0.0769,1,9,2,0
0,gen_54959.png,2,0.1,2,3,13,0
0,gen_52370.png,48,0.7385,1,0,13,0
0,gen_83798.png,5,0.3333,7,0,2,0
0,gen_37281.png,0,0.0,1,8,6,0
0,gen_15149.png,0,0.0,2,6,18,0
0,gen_41561.png,4,0.0541,16,19,33,1
0,gen_30809.png,1,0.0189,8,14,30,0
0,gen_81205.png,4,0.0645,14,12,29,0
0,gen_2887.png,1,0.0526,0,2,15,1
0,gen_51170.png,23,0.6571,0,0,10,0
0,gen_95050.png,5,0.5556,0,1,3,0
0,gen_19597.png,0,0.0,1,1,4,0
0,gen_49338.png,3,0.5,0,0,3,0
0,gen_96781.png,30,0.5,2,1,26,0
0,gen_33754.png,3,0.0968,0,11,17,0
0,gen_57239.png,2,0.1053,7,3,7,0
0,gen_44946.png,3,0.2143,0,1,10,0
0,gen_59294.png,14,0.2154,13,27,6,3
0,gen_7734.png,1,0.0833,6,0,4,0
0,gen_52562.png,2,0.1667,4,4,2,0
0,gen_28578.png,0,0.0,0,1,1,0
0,gen_6207.png,8,0.4444,1,0,8,0
0,gen_25196.png,0,0.0,0,3,6,0
0,gen_53521.png,1,0.0769,2,3,6,1
0,gen_28396.png,41,0.4316,25,1,19,0
0,gen_58737.png,0,0.0,1,2,2,0
0,gen_39476.png,7,0.875,0,0,1,0
0,gen_7482.png,0,0.0,0,5,10,0
0,gen_2051.png,13,0.3824,6,2,10,1
0,gen_50361.png,6,0.1154,3,4,39,0
0,gen_11500.png,19,0.5588,2,4,9,0
0,gen_75819.png,13,0.4643,3,0,12,0
0,gen_1876.png,0,0.0,0,2,3,0
0,gen_27803.png,7,0.1628,0,20,14,2
0,gen_35611.png,16,0.3404,0,17,13,0
0,gen_60538.png,36,0.6923,1,1,10,0
0,gen_83465.png,20,0.2326,37,17,10,0
0,gen_23251.png,10,0.1299,16,2,49,0
0,gen_51346.png,24,0.3429,12,6,27,0
0,gen_56478.png,28,0.3218,2,0,56,0
0,gen_12455.png,2,0.2222,0,0,7,0
0,gen_19113.png,15,0.3571,5,0,22,0
0,gen_30806.png,12,0.3333,1,19,4,0
0,gen_37370.png,30,0.4054,16,0,27,0
0,gen_62023.png,0,0.0,1,2,0,0
0,gen_61808.png,15,0.4286,3,7,10,0
0,gen_65212.png,51,0.7846,0,0,11,1
0,gen_19662.png,40,0.678,3,4,10,0
0,gen_74293.png,39,0.7091,1,0,15,0
0,gen_64959.png,54,0.7826,1,2,10,0
0,gen_53109.png,9,0.15,17,7,25,0
0,gen_71399.png,21,0.6176,1,4,8,0
0,gen_16521.png,2,0.2,0,3,4,0
0,gen_97020.png,64,0.7442,1,1,19,0
0,gen_14731.png,14,0.3684,3,11,10,0
0,gen_7426.png,39,0.75,3,0,9,0
0,gen_81046.png,1,0.1,1,2,6,0
0,gen_99772.png,13,0.1605,7,10,51,0
0,gen_98324.png,7,0.3182,4,4,6,0
0,gen_61715.png,51,0.7083,5,6,6,0
0,gen_21349.png,23,0.5111,10,8,0,0
0,gen_14203.png,33,0.6226,5,4,10,0
0,gen_94424.png,12,0.2143,10,12,22,0
0,gen_21900.png,15,0.3261,11,7,13,0
0,gen_59371.png,0,0.0,0,4,10,0
0,gen_44235.png,9,0.1957,5,6,25,0
0,gen_31575.png,1,0.25,0,0,3,0
0,gen_88453.png,1,0.0286,0,6,28,0
0,gen_90984.png,1,0.0625,0,5,10,0
0,gen_91262.png,3,0.25,3,0,6,0
0,gen_99535.png,0,0.0,2,2,4,0
0,gen_43561.png,2,0.0274,19,20,32,0
0,gen_76482.png,8,0.8,0,0,1,1
0,gen_39990.png,2,0.3333,0,2,2,0
0,gen_83272.png,2,0.5,0,0,2,0
0,gen_57298.png,0,0.0,0,0,4,0
0,gen_48384.png,33,0.6111,9,5,4,0
0,gen_48768.png,0,0.0,14,8,31,0
0,gen_79691.png,2,0.0952,2,13,3,0
0,gen_42819.png,3,0.1579,2,6,7,0
0,gen_86061.png,3,0.0667,4,33,1,4
0,gen_92975.png,5,0.2083,0,14,1,4
0,gen_2778.png,0,0.0,3,7,2,0
0,gen_42079.png,34,0.5667,10,2,13,0
0,gen_68776.png,50,0.7937,4,2,5,0
0,gen_15215.png,3,0.0588,10,26,12,0
0,gen_63018.png,7,0.2188,2,10,11,1
0,gen_9058.png,0,0.0,0,1,2,2
0,gen_36677.png,0,0.0,0,3,1,0
0,gen_83269.png,1,0.0833,2,1,8,0
0,gen_63399.png,0,0.0,1,2,21,0
0,gen_98201.png,19,0.2375,10,1,50,0
0,gen_57210.png,34,0.6415,2,6,9,0
0,gen_17944.png,29,0.3085,4,1,59,0
0,gen_66442.png,27,0.4154,19,17,1,0
0,gen_19730.png,2,0.2857,1,2,1,1
0,gen_43845.png,0,0.0,1,3,0,0
0,gen_84370.png,3,0.0366,22,43,14,0
0,gen_86929.png,0,0.0,1,1,1,0
0,gen_1983.png,12,0.2727,16,9,5,0
0,gen_46247.png,0,0.0,0,2,1,0
0,gen_64561.png,0,0.0,17,16,35,0
0,gen_4934.png,1,0.0588,2,0,14,0
0,gen_58165.png,10,0.1786,28,0,15,0
0,gen_13311.png,16,0.5161,1,2,11,1
0,gen_48169.png,4,1.0,0,0,0,0
0,gen_50636.png,3,0.0698,9,1,30,0
0,gen_7226.png,0,0.0,0,24,3,0
0,gen_25946.png,2,0.0909,6,3,11,0
0,gen_26175.png,0,0.0,0,0,1,0
0,gen_95894.png,0,0.0,6,17,10,0
0,gen_90971.png,34,0.5397,3,1,22,0
0,gen_96119.png,19,0.4043,2,4,22,0
0,gen_10511.png,11,0.2157,9,19,12,0
0,gen_92087.png,40,0.6061,4,14,7,0
0,gen_56007.png,5,0.1282,6,6,22,0
0,gen_7775.png,23,0.5111,4,2,16,0
0,gen_87304.png,15,0.4412,3,11,3,1
0,gen_89068.png,14,0.3111,4,10,17,0
0,gen_65419.png,51,0.5204,5,2,38,0
0,gen_69027.png,8,0.8889,0,1,0,0
0,gen_60707.png,17,0.2881,13,7,22,0
0,gen_17145.png,0,0.0,8,6,23,0
0,gen_32757.png,6,0.1053,9,30,12,0
0,gen_73722.png,49,0.7313,2,4,9,0
0,gen_42093.png,0,0.0,0,1,3,0
0,gen_2262.png,20,0.3774,10,11,10,0
0,gen_73456.png,3,0.0833,1,8,24,0
0,gen_58186.png,0,0,0,0,0,0
0,gen_8936.png,0,0.0,4,4,18,0
0,gen_12893.png,5,0.3125,1,2,8,0
0,gen_68139.png,33,0.3438,5,0,57,0
0,gen_51137.png,33,0.55,8,3,15,0
0,gen_12964.png,16,0.2667,6,12,26,0
0,gen_65640.png,0,0.0,0,7,1,0
0,gen_89828.png,12,0.3871,4,7,6,0
0,gen_51812.png,30,0.5263,7,12,8,0
0,gen_39944.png,2,0.0541,7,20,8,0
0,gen_25460.png,60,0.6742,5,1,21,0
0,gen_38768.png,25,0.4464,1,2,28,0
0,gen_49948.png,57,0.7703,4,8,4,0
0,gen_29670.png,0,0.0,4,1,1,0
0,gen_67461.png,6,0.2609,0,6,10,0
0,gen_52835.png,22,0.2973,13,22,12,0
0,gen_54544.png,8,0.3077,3,7,6,1
0,gen_86735.png,9,0.1837,9,7,24,0
0,gen_66420.png,25,0.5,2,7,9,6
0,gen_86107.png,23,0.4694,6,3,15,0
0,gen_66533.png,19,0.76,0,1,5,0
0,gen_31308.png,0,0.0,0,3,4,0
0,gen_61587.png,6,0.2222,0,0,21,0
0,gen_38497.png,1,0.0294,0,29,4,0
0,gen_17450.png,4,0.1481,1,19,1,2
0,gen_19791.png,1,0.0172,5,23,28,0
0,gen_29368.png,12,0.5455,1,4,5,0
0,gen_50419.png,11,0.234,8,10,14,3
0,gen_90208.png,9,0.1525,22,7,21,0
0,gen_23513.png,11,0.1571,7,10,37,0
0,gen_60386.png,0,0.0,0,6,1,0
0,gen_36700.png,0,0.0,0,0,5,0
0,gen_21707.png,0,0.0,4,9,1,0
0,gen_54439.png,0,0.0,0,0,1,0
0,gen_80894.png,30,0.6522,5,0,8,0
0,gen_33104.png,4,0.0449,10,1,73,0
0,gen_86435.png,3,0.1875,1,8,4,0
0,gen_62060.png,2,0.0645,4,16,7,0
0,gen_71311.png,5,0.2381,7,6,2,1
0,gen_29894.png,18,0.4865,0,3,16,0
0,gen_22847.png,0,0.0,0,0,5,0
0,gen_46227.png,0,0.0,1,1,1,0
0,gen_17844.png,4,0.1333,3,5,17,1
0,gen_9085.png,57,0.5429,1,0,44,0
0,gen_34442.png,3,0.1154,6,8,9,0
0,gen_45468.png,28,0.4444,14,4,16,1
0,gen_29975.png,1,0.5,0,1,0,0
0,gen_12958.png,1,0.0357,0,20,7,0
0,gen_28762.png,55,0.7143,6,2,11,0
0,gen_93972.png,0,0.0,25,2,59,0
0,gen_72467.png,4,0.0727,7,17,27,0
0,gen_89973.png,4,0.1818,1,2,15,0
0,gen_27769.png,8,0.1818,8,7,18,0
0,gen_29919.png,3,0.0682,13,9,17,1
0,gen_47249.png,0,0.0,6,13,6,0
0,gen_65430.png,5,0.1429,3,9,18,0
0,gen_37266.png,3,0.0882,1,16,13,0
0,gen_56289.png,9,0.225,1,1,29,0
0,gen_47710.png,3,0.1765,1,8,5,0
0,gen_70912.png,8,0.0842,25,1,60,0
0,gen_23374.png,13,0.3095,0,12,16,0
0,gen_15003.png,0,0.0,4,12,9,0
0,gen_40131.png,2,0.0541,2,32,1,0
0,gen_47779.png,34,0.4857,8,9,16,0
0,gen_32275.png,7,0.1489,9,23,8,0
0,gen_57116.png,8,0.1667,6,17,16,0
0,gen_61839.png,3,0.2308,0,5,5,0
0,gen_15689.png,2,0.0513,5,15,15,1
0,gen_12785.png,14,0.5185,1,1,8,0
0,gen_40995.png,3,0.1304,0,4,16,0
0,gen_69998.png,34,0.5763,8,0,15,0
0,gen_81993.png,29,0.5179,5,4,15,0
0,gen_17522.png,0,0.0,0,2,0,0
0,gen_17033.png,14,0.25,15,16,11,0
0,gen_55563.png,18,0.75,1,0,5,0
0,gen_81949.png,1,0.05,7,8,4,0
0,gen_57292.png,2,0.0625,1,6,23,0
0,gen_10452.png,32,0.4384,4,7,27,0
0,gen_12450.png,4,0.2222,2,2,10,0
0,gen_30211.png,0,0.0,0,3,0,0
0,gen_43993.png,1,0.04,4,8,12,0
0,gen_6834.png,21,0.2727,4,3,48,0
0,gen_20443.png,37,0.5362,5,3,23,0
0,gen_36809.png,0,0.0,0,6,29,0
0,gen_26739.png,0,0,0,0,0,0
0,gen_46277.png,31,0.5849,0,5,17,0
0,gen_4196.png,0,0.0,3,23,4,0
0,gen_79772.png,7,0.2333,1,0,22,0
0,gen_47958.png,0,0.0,1,3,1,0
0,gen_43678.png,2,0.3333,0,0,4,0
0,gen_91378.png,4,0.1481,2,17,3,1
0,gen_26656.png,19,0.5938,1,9,3,0
0,gen_1088.png,17,0.4146,6,9,6,0
0,gen_47925.png,22,0.3929,1,22,8,0
0,gen_50266.png,2,0.4,0,1,2,0
0,gen_31826.png,1,0.5,0,0,1,0
0,gen_1709.png,1,0.5,0,0,1,0
0,gen_67501.png,19,0.3878,8,4,17,0
0,gen_88273.png,24,0.6486,2,5,4,0
0,gen_44950.png,9,0.12,16,10,36,2
0,gen_95241.png,0,0.0,5,1,14,0
0,gen_37875.png,1,0.0667,4,2,8,0
0,gen_17563.png,17,0.2656,13,15,14,5
0,gen_33636.png,0,0.0,0,0,0,1
0,gen_37237.png,11,0.1358,6,1,62,0
0,gen_37298.png,10,0.2326,4,6,23,0
0,gen_58439.png,0,0.0,3,14,0,3
0,gen_23041.png,46,0.6053,13,0,16,0
0,gen_23464.png,2,0.1429,2,4,6,0
0,gen_79816.png,0,0.0,0,4,0,0
0,gen_53262.png,16,0.2857,7,13,17,0
0,gen_78664.png,3,0.1034,2,7,17,0
0,gen_27944.png,25,0.3906,1,11,24,0
0,gen_75264.png,33,0.375,33,3,17,0
0,gen_2105.png,0,0,0,0,0,0
0,gen_26541.png,14,0.2456,18,13,10,0
0,gen_94163.png,39,0.4937,13,0,27,0
0,gen_25884.png,2,0.1818,4,2,3,0
0,gen_32578.png,2,0.0444,5,4,33,0
0,gen_47128.png,0,0.0,0,0,1,0
0,gen_2549.png,60,0.7792,1,0,11,0
0,gen_85870.png,22,0.4783,7,4,9,3
0,gen_10076.png,27,0.6429,0,5,10,0
0,gen_47409.png,0,0.0,0,0,2,0
0,gen_92056.png,3,0.1364,1,12,6,0
0,gen_34388.png,56,0.6154,5,0,30,0
0,gen_85308.png,1,0.0119,7,18,58,0
0,gen_1268.png,31,0.2981,14,0,59,0
0,gen_59971.png,17,0.8095,0,0,4,0
0,gen_15000.png,2,0.5,0,1,1,0
0,gen_31562.png,0,0,0,0,0,0
0,gen_40145.png,14,0.2295,9,21,17,0
0,gen_39810.png,19,0.4524,1,1,20,0
0,gen_61036.png,58,0.7945,2,0,13,0
0,gen_30873.png,2,0.1429,1,2,9,0
0,gen_14240.png,3,0.0517,7,2,46,0
0,gen_73676.png,38,0.4043,16,1,33,3
0,gen_43211.png,78,0.8478,0,0,10,0
0,gen_54525.png,18,0.36,6,8,18,0
0,gen_70229.png,15,0.5172,3,7,4,0
0,gen_93730.png,2,0.1,3,2,13,0
0,gen_49559.png,0,0.0,0,2,3,0
0,gen_16927.png,17,0.7727,2,0,3,0
0,gen_93223.png,18,0.4091,7,7,11,0
0,gen_63249.png,0,0.0,0,0,1,0
0,gen_75194.png,4,0.0541,4,1,65,0
0,gen_605.png,27,0.4286,6,6,23,0
0,gen_10911.png,27,0.551,11,6,4,0
0,gen_35881.png,2,0.025,6,4,68,0
0,gen_36888.png,2,0.0645,3,14,12,0
0,gen_75992.png,1,0.0769,1,6,5,0
0,gen_25283.png,38,0.5672,3,15,9,0
0,gen_47176.png,22,0.6286,0,5,8,0
0,gen_63984.png,15,0.2941,14,2,18,2
0,gen_98193.png,1,0.0323,3,25,1,0
0,gen_77936.png,0,0,0,0,0,0
0,gen_33067.png,3,0.0638,7,20,14,2
0,gen_83079.png,0,0,0,0,0,0
0,gen_32106.png,3,0.125,2,16,2,0
0,gen_58449.png,1,0.3333,0,1,1,0
0,gen_58920.png,16,0.3265,15,3,13,2
